File Name,Commit Hash
cassandra-0.7.4_defective_lines_dataset.csv,3c04a0cb8250d3177ab4581e6401f13c6b51b8f0
cassandra-0.8.6_defective_lines_dataset.csv,a88d7d48670a7e8440d9a749903fe0823fddf73e
cassandra-1.0.9_defective_lines_dataset.csv,3fd0fb6aa0038f0c8aaf34f98f2ceed2f308a501
cassandra-1.1.11_defective_lines_dataset.csv,d939a0c958d36a3debfc63364a3fa569aa632c6e
cassandra-1.1.6_defective_lines_dataset.csv,a0900f3d3b9fadc3608bc6c4960ed1858d581e13
cassandra-1.2.11_defective_lines_dataset.csv,9424449716ac4adf7e8ee698c14ac5dfccc4e7d6
groovy-1.0_defective_lines_dataset.csv,dcb82c7c34f42c41df451e4cf2d83e7e1835ca17
groovy-1.5.5_defective_lines_dataset.csv,8f649e5e022c48294c534e39d398ca2d5e10ca8b
groovy-1.7.3_defective_lines_dataset.csv,aaaebeaf30a43562875b096f8ec0bc3505bb4245
groovy-1.8.1_defective_lines_dataset.csv,4b113022be0e682f16b0af36cb53644a52a1fc4c
groovy-1.8.7_defective_lines_dataset.csv,6858480f9a67ce60b2daa7eda41535280d6f5f5f
groovy-2.1.0_defective_lines_dataset.csv,2916064271939400a948c5c3a4085392ee12358f
groovy-2.1.6_defective_lines_dataset.csv,256e207645001b0366bfff4a063041f86c12e233
groovy-2.4.4_defective_lines_dataset.csv,716b0b1bd56eeab04e4441eecc91c2cd8bfda8b6
groovy-2.4.6_defective_lines_dataset.csv,272d304fd13640f1e02ac571efcb27d8bc49db1a
groovy-2.4.8_defective_lines_dataset.csv,c94d839d7bf6e15377b0c355acf8087295273ff3
groovy-2.5.0_defective_lines_dataset.csv,cfea02483ef46c89eae66d4af932a725574edc4d
groovy-2.5.5_defective_lines_dataset.csv,5014d858d081ca463d03128e5d6eb2440184f492
hbase-0.94.1_defective_lines_dataset.csv,2fd647d99e4aae7da71cebb9efd017eebfe0e4fb
hbase-0.94.5_defective_lines_dataset.csv,85088ed48c41778b332cc8742746f08d9807080e
hbase-0.98.0_defective_lines_dataset.csv,96692a87c5e28fddee956046822e65e7955811e3
hbase-0.98.11_defective_lines_dataset.csv,6e6cf74c1161035545d95921816121eb3a516fe0
hbase-0.98.5_defective_lines_dataset.csv,69d82e6e230e7f363eca9780011d6b6d05650556
hive-0.14.0_defective_lines_dataset.csv,70eea944afaf5f64b8939b2b3a0d8fdd33a41c18
hive-1.2.0_defective_lines_dataset.csv,7f237de447bcd726bb3d0ba332cbb733f39fc02f
hive-2.0.0_defective_lines_dataset.csv,7f9f1fcb8697fb33f0edc2c391930a3728d247d7
hive-2.1.0_defective_lines_dataset.csv,9265bc24d75ac945bde9ce1a0999fddd8f2aae29
log4j2-2.0_defective_lines_dataset.csv,8d9204a4b4c6016fa6b36513a46502689d6a45c1
log4j2-2.10_defective_lines_dataset.csv,6275d8aac4e392eacd81d942a1b97856c92b698f
log4j2-2.1_defective_lines_dataset.csv,9f866d926e84a9e9169fc7dfad43b8724444d9fd
log4j2-2.2_defective_lines_dataset.csv,5deb082f6dfad16de9203580c28fcf6824cdd698
log4j2-2.3_defective_lines_dataset.csv,2f6b93c05e38e042b9a018a2526182c2f5b0a9dd
log4j2-2.4_defective_lines_dataset.csv,383a8194acab4a740d22b69c023ca3af6cb9c664
log4j2-2.5_defective_lines_dataset.csv,901c8714622056af05d757d9360b1d384604a4da
log4j2-2.6_defective_lines_dataset.csv,c41eef8707c662fa3d2c98539291a968e8aa177b
log4j2-2.7_defective_lines_dataset.csv,29cfc80dcddd468c1c5d4ef2c7c4435f90792628
log4j2-2.8_defective_lines_dataset.csv,476734762c0186bfea63896602a90fe9eb5f8c26
log4j2-2.9_defective_lines_dataset.csv,c73b7c35178d43960e393ec090e75c2cf664479b
mahout-0.3_defective_lines_dataset.csv,f73d4002aec1844622829f2c2822ea4765ec73b9
mahout-0.4_defective_lines_dataset.csv,ce337a9c20c48c52c1680a4d1074a943c57c2107
mahout-0.5_defective_lines_dataset.csv,e597fcdb0465cb3f23ebc30266bc16993205c5d3
mahout-0.6_defective_lines_dataset.csv,17a286d0403eed3e8c3c8cb2aaa815d0bce0bbe9
mahout-0.7_defective_lines_dataset.csv,9d847e0357a2138687808ee257e53455ae4786c3
mahout-0.8_defective_lines_dataset.csv,86573002086f6f0381c4aa927efac76608cd7f0a
mng-3.0.0_defective_lines_dataset.csv,629fd749e59a679809c86eb26d554520e4de3a78
mng-3.1.0_defective_lines_dataset.csv,893ca28a1da9d5f51ac03827af98bb730128f9f2
mng-3.2.0_defective_lines_dataset.csv,9f109b60472979a5865e9d93b72db5c0e2c37232
mng-3.3.0_defective_lines_dataset.csv,b37a7d17765a2bc8dfab63b4e739e7198172fe43
mng-3.5.0_defective_lines_dataset.csv,ff8f5e7444045639af65f6095c62210b5713f426
mng-3.6.0_defective_lines_dataset.csv,97c98ec64a1fdfee7767ce5ffb20918da4f719f3
nifi-0.4.0_defective_lines_dataset.csv,b66c029090f395c0cbc001fd483e86895b133e46
nifi-1.2.0_defective_lines_dataset.csv,3a605af8e0ac024fb0ba67262d49dab2727b2576
nifi-1.5.0_defective_lines_dataset.csv,46d30c7e92f0ad034d9b35bf1d05c350ab5547ed
nifi-1.8.0_defective_lines_dataset.csv,98aabf2c50f857efc72fd6f2bfdd9965b97fa195
nutch-1.10_defective_lines_dataset.csv,a03415029f68cfe844ade42d1d3f0e604b13675c
nutch-1.12_defective_lines_dataset.csv,7956daee8ac91180070f92949ecf99deae9b5ef0
nutch-1.13_defective_lines_dataset.csv,bd0da3569aa14105799ed39204d4f0a31c77b42c
nutch-1.14_defective_lines_dataset.csv,a8e60bdfb79b368612f068ed5aeeb690e29b448d
nutch-1.15_defective_lines_dataset.csv,1bb944429a91f3f5d9acffdadaa4d1a1dc72b0a8
nutch-1.1_defective_lines_dataset.csv,485e0b599f3f9944200569bde74274482b076c5a
nutch-1.3_defective_lines_dataset.csv,8859cb5d63da7196fa72887e6022ba6d1d69bf82
nutch-1.4_defective_lines_dataset.csv,f4c7f5f6e77fa3a6737c13b5d32278cfe52155d5
nutch-1.5_defective_lines_dataset.csv,087b12586cced83f42a8b31c9c596448b9b1f756
nutch-1.6_defective_lines_dataset.csv,d25863a32517fbcb090d2a6944b4e5560369010c
nutch-1.7_defective_lines_dataset.csv,0b9c368d86824c20cfb7fe34d1ad5a30210a9abc
nutch-1.8_defective_lines_dataset.csv,290a9ae2727bcce0a153657c80f22e2e26287cc2
nutch-1.9_defective_lines_dataset.csv,1a865fcd43f15782fe599b941cd2e1785df4bfc7
storm-0.9.0_defective_lines_dataset.csv,061ee2e7ca6ed89dbf0522ba3b2ccee6558c4105
storm-0.9.3_defective_lines_dataset.csv,20ce2bb9088e793b3b019110d07e77896bb642e8
storm-1.0.0_defective_lines_dataset.csv,dba655a47aaad74f26b9bb9a75fa52c0eedd8b1e
storm-1.0.3_defective_lines_dataset.csv,eac433b0beb3798c4723deb39b3c4fad446378f4
storm-1.0.5_defective_lines_dataset.csv,a445446e46e2228fabb83368cc25cf5422a2c400
tika-0.10_defective_lines_dataset.csv,2138e990ec9cc7690ad54f574d623f48dcd72ae1
tika-0.7_defective_lines_dataset.csv,69772569d54dd208d0a07585f406baab76874c92
tika-0.8_defective_lines_dataset.csv,107c4ef06420b27caa099f052aa3852e00ff3aa0
tika-0.9_defective_lines_dataset.csv,eb1cd6a1665a9034195b30172c0199a6143bcd45
tika-1.10_defective_lines_dataset.csv,3701de89d12cb9d6342887521aec5b1f1b141e84
tika-1.13_defective_lines_dataset.csv,386b68b5ae87beafacfb63f33e0a9888dedb9c30
tika-1.15_defective_lines_dataset.csv,d831efbea89457300dbbd452caeb9790d4f47a65
tika-1.17_defective_lines_dataset.csv,b054df2be2f43c4944ff66f7d9fd2ceb1655d9c0
tika-1.1_defective_lines_dataset.csv,0f8a1292c2f243442030161fecf9fa04aae89727
tika-1.3_defective_lines_dataset.csv,f0027f53493d4cada75b48e38faa5d32675b7034
tika-1.5_defective_lines_dataset.csv,a79ed8f00d6329ac9aaa94747923f36af654b129
tika-1.7_defective_lines_dataset.csv,f9003a1fe1a1883008b62e78d01a582be6c06a8c
ww-2.0.0_defective_lines_dataset.csv,2c0a197cea8fdc7d8cda5eeaa15a1c76507ac0a5
ww-2.0.10_defective_lines_dataset.csv,b8cadf565addce57581d13e9a8011eec6f42b0f4
ww-2.0.5_defective_lines_dataset.csv,cb580fe614d5ff73776c34e39a93aae2ad557757
ww-2.1.1_defective_lines_dataset.csv,6a39976815adf55ada5c4e246d57ec13d9a5ec99
ww-2.1.3_defective_lines_dataset.csv,daa62ed42adee485f30f2e8f43893900b5cd64e9
ww-2.1.7_defective_lines_dataset.csv,8e5327eaaeb07711b2ffd29e6b6bd9169ac6d8bf
ww-2.2.0_defective_lines_dataset.csv,afc9238f5a5cb1e6dfab9ddfbae4ba9f4a3ae3cf
ww-2.2.2_defective_lines_dataset.csv,d3ae3f2badc9ed85467d5ffc64e07c4b08805fe1
ww-2.3.10_defective_lines_dataset.csv,f706c2fb2f48cba9bdb67e0ab806eb3cdeba25aa
ww-2.3.15_defective_lines_dataset.csv,bc6094eece7dfa65e7439cd018d58e85c5d41e47
ww-2.3.17_defective_lines_dataset.csv,7908a88a405458869f61ecff4b775429724a3ea4
ww-2.3.1_defective_lines_dataset.csv,e5009a34202777b53c5dc36e020d0033aa8be027
ww-2.3.20_defective_lines_dataset.csv,0320310406f6b11cfd235d7a9b866cf1de483a1e
ww-2.3.24_defective_lines_dataset.csv,925741ad1e8e48c7a6d687fe02d3fdb6386eb64c
ww-2.3.4_defective_lines_dataset.csv,676a011b4f4d211e167465f3ffb03894c8f60334
zookeeper-3.4.6_defective_lines_dataset.csv,1285c982c0d6c1621cbc40343679b8f3f05978cb
zookeeper-3.5.1_defective_lines_dataset.csv,59adfa23fb6c1b9034283d6fc09cd7a4a8e6e0b1
zookeeper-3.5.2_defective_lines_dataset.csv,3f572f0a3568ad21d7a1175ecde007b222c74cf4
zookeeper-3.5.3_defective_lines_dataset.csv,8ce24f9e675cbefffb8f21a47e06b42864475a60
